,sentence,pred_sentence_tok,sentence_tok,pred_sentence
245,เดี๋ยวกูแบนทิ้งเลยแม่งเล่นไม่เป็นหยิบมาทำเหี้ยอะไรวะถอยเลย,คือ แมง ทิ้ง เลย แม่ ง เล่น ไม่ เป็น ยิป มา อะ เหี้ย ไร วะ ควอย เลย,เดี๋ยว กู แบน ทิ้ง เลย แม่ ง เล่น ไม่ เป็น หยิบ มา ทำ เหี้ย อะไร วะ ถอย เลย,คือแมงทิ้งเลยแม่งเล่นไม่เป็นยิปมาอะเหี้ยไรวะควอยเลย
246,มากเดี๋ยวกูก็ล่อแม่งทั้งหยากกูตอนที่มึงปูก็ไม่มีใครอยากดูไอ้สัส,มึ มาก เดี๋ยว กู ก็ โล่ แม่ ง ทั้ง ยาก กู ตอนที่ มึง โจ ก็ ไม่ มี ใคร เขา อยาก รู อี สัด,มาก เดี๋ยว กู ก็ ล่อ แม่ ง ทั้ง ห ยาก กู ตอนที่ มึง ปู ก็ ไม่ มี ใคร อยาก ดู ไอ้ สัส,มึมากเดี๋ยวกูก็โล่แม่งทั้งยากกูตอนที่มึงโจก็ไม่มีใครเขาอยากรูอีสัด
247,แม่งกระโดดกระชากเสื้อตลอดทางเฮลโหลเฟนหนึ่งกูไม่โดนเหี้ยอะไรก็เป็นเหมือนผีนางเดิน,เม ีง ก็ โดน กระชาก เสื้อ ตลอดทาง โถ ย เฮ ล โหล เซน นึก กู ไม่ โดน เหี้ย ร้เหือนป นั้น เดิน,แม่ งก ระ โดด กระชาก เสื้อ ตลอดทาง เฮ ล โหล เฟน หนึ่ง กู ไม่ โดน เหี้ย อะไร ก็ เป็น เหมือน ผี นาง เดิน,เมีงก็โดนกระชากเสื้อตลอดทางโถยเฮลโหลเซนนึกกูไม่โดนเหี้ยร้เหือนปนั้นเดิน
248,อ่ะเอาดิเอาดิผมเข้ามันได้นะดูดูดูดูโอโหตายบอกได้คำเดียวว่าตายผมตีโคตรเร็วดูดิ,เอา เดี๋ยว อี่ ผม เข้า มาลา ละ ดู ดู ดูด ด ดู โอ้โห ตาย บอก ได้ กบ เดียว ก่า ตาย ผม ตี ม โคน เลว,อ่ะ เอา ดิ เอา ดิ ผม เข้า มัน ได้ นะ ดู ดู ดู ดูโอ โห ตาย บอก ได้ คำ เดียว ว่า ตาย ผม ตี โคตร เร็ว ดูดิ,เอาเดี๋ยวอี่ผมเข้ามาลาละดูดูดูดดดูโอ้โหตายบอกได้กบเดียวก่าตายผมตีมโคนเลว
249,ไอ้เหี้ยมันก็เกินไป,ไอ้ เหี้ย มัน ก็ เกินไป,ไอ้ เหี้ย มัน ก็ เกินไป,ไอ้เหี้ยมันก็เกินไป
250,ไอ้เหี้ย,ไอ้ เหี้ย,ไอ้ เหี้ย,ไอ้เหี้ย
251,ฆ่าตัวตาย,ฆ่า ตอ จ ตา ย่อ,ฆ่าตัวตาย,ฆ่าตอจตาย่อ
252,เรียนญี่ปุ่นรวบลวกข้างในเลยรวบเลยแบบเต็มอ่ะแบบอุ้มมือเลยเต็มเหี้ยเหี้ยแบบ,กรี ยน ญี่ปุ่น หืรวบ ลวก ข้า ใน เลย หืวบ เลย แบบ เต็ม อ่ะ บอ กว่า มือ เลย เต็ม เหี้ย แบบ,เรียน ญี่ปุ่น รวบ ลวก ข้างใน เลย รวบ เลย แบบ เต็ม อ่ะ แบบ อุ้ม มือ เลย เต็ม เหี้ย เหี้ย แบบ,กรียนญี่ปุ่นหืรวบลวกข้าในเลยหืวบเลยแบบเต็มอ่ะบอกว่ามือเลยเต็มเหี้ยแบบ
253,แล้วแม่งก็บอกว่าทำไมมึงไม่บอกว่าคลิปที่กูคิดเองว่าแม่งก๊อปบ้าง,แล้ว แม่น ก็ บอ กว่า ทำไม มึง ไม่ บอ กว่า คลิป ที่ กู คิด เอง ว่า แม่ ง ก๊อ ป บ้าง เลอ,แล้ว แม่ ง ก็ บอ กว่า ทำไม มึง ไม่ บอ กว่า คลิป ที่ กู คิด เอง ว่า แม่ ง ก๊อ ป บ้าง,แล้วแม่นก็บอกว่าทำไมมึงไม่บอกว่าคลิปที่กูคิดเองว่าแม่งก๊อปบ้างเลอ
254,เที่ยโอเคแล้วด้วยความเป็นคนใต้เนาะเขาจะพูดแบบเขาจะพูดมีนาสิกอยู่ในจมูกลูกหลานลิ้น,ีเที่ย โอเค โล้ ว อือ ด้วย ควม เป็น คน ค้ ตา น่ะ เขา จะ พูด แบบ พ เขา จะ พูด มี นาน สิ กอ ยู่ ใน จมูก แล้ว หลาน รี้,เที่ย โอเค แล้วด้วย ความ เป็น คนใต้ เนาะ เขา จะ พูด แบบ เขา จะ พูด มี นาสิก อยู่ ใน จมูก ลูกหลาน ลิ้น,ีเที่ยโอเคโล้วอือด้วยควมเป็นคนค้ตาน่ะเขาจะพูดแบบพเขาจะพูดมีนานสิกอยู่ในจมูกแล้วหลานรี้
255,เป็นร้านนั่งดริ้งผมก็สั่งแก้วเหล้ามีผู้หญิงมานั่งคุยด้วยไม่ไม่รู้ว่าเน็นเด็กดริ้งให้นั่งด้วยไหมไม่เป็นไร,เป็น ล้า นั่ง ริ้งอง ก็ สั่ง แก้ว รัก มี ผู้ ญิง มา นั่ง คุย ด้วย ไ ไม่ ไม่ รู้ เด ็เน็กลิ้ง ให้ นั่ โด ไ เป็นไร,เป็น ร้าน นั่ง ดริ้งผม ก็ สั่ง แก้ว เหล้า มี ผู้หญิง มา นั่ง คุย ด้วย ไม่ ไม่ รู้ ว่า เน็น เด็ก ดริ้ง ให้ นั่ง ด้วย ไหม ไม่เป็นไร,เป็นล้านั่งริ้งองก็สั่งแก้วรักมีผู้ญิงมานั่งคุยด้วยไไม่ไม่รู้เด็เน็กลิ้งให้นั่โดไเป็นไร
256,เดี๋ยวพี่จะซื้อรถให้ให้ขี่ไปมหาลัยมันบอกว่าอยากได้เดี๋ยวนี้ไม่รู้ทำไมอีกสามวันต่อมา,แต่ พี่ จะ ซื้อ รถ ให้ ให้ ขี่ เป็น มหาลัย นึก มัน บอ กว่า จ ได้ เดี๋ยวนี้ ไม่ รู้ ทำไม อีก สาม วัน ต่อมา,เดี๋ยว พี่ จะ ซื้อ รถ ให้ ให้ ขี่ ไป มหาลัย มัน บอ กว่า อยากได้ เดี๋ยวนี้ ไม่ รู้ ทำไม อีก สาม วัน ต่อมา,แต่พี่จะซื้อรถให้ให้ขี่เป็นมหาลัยนึกมันบอกว่าจได้เดี๋ยวนี้ไม่รู้ทำไมอีกสามวันต่อมา
257,คุณป้องเป็นควยไรมากไหมครับ,คุณ ป้อง เป็น ควย ไล้ มาก ไม อะ,คุณ ป้อง เป็น ควย ไร มาก ไหม ครับ,คุณป้องเป็นควยไล้มากไมอะ
258,ตอแหลอีสัสตอนแรกก็ทำเป็นขิงพอเดินเข้ามาทักทำหน้าเป็นผี,ม ต่อ แห ร ไอ้ สัด ตอน เรือก ก็ ทำเป็น เผ ก มึง นค อ เดิน เข้ามา สัข้าว ทำ หน้า ที อี,ตอแหล อี สัสต อน แรก ก็ ทำเป็น ขิง พอ เดิน เข้ามา ทัก ทำ หน้าเป็น ผี,มต่อแหรไอ้สัดตอนเรือกก็ทำเป็นเผกมึงนคอเดินเข้ามาสัข้าวทำหน้าทีอี
259,ที่ก๊อปตั้มเนลล์ชื่อคลิปหรือแม้กระทั่งคอนเทนท์ของตัวคลิปเอง,ที่ ก๊อ ปตั้มเนล ชื่อ คลิป หรือ แม้กระทั่ง คอนเทนต์ ของ ตัว คลิป เอง,ที่ ก๊อ ปตั้มเนลล์ ชื่อ คลิป หรือ แม้กระทั่ง คอนเทนท์ ของ ตัว คลิป เอง,ที่ก๊อปตั้มเนลชื่อคลิปหรือแม้กระทั่งคอนเทนต์ของตัวคลิปเอง
260,สวดมนต์พ่อสวดมนต์อยู่หรือกำลังจะสวดมนต์กำลังจะสวดมนต์งั้นผมถามอะไรพ่ออย่างนึงแบบไม่รีบรียเลย,ส่วน มน พ่อ สวด มน ตอ ยู่ เล ยา จะ สว นุ กอ กำลังจะ กส่นร งั้น ผม ถาม พ่อ รา อย่า แบบ ไม้ รีบ รีบ เลย,สวดมนต์ พ่อ สวดมนต์ อยู่ หรือ กำลังจะ สวดมนต์ กำลังจะ สวดมนต์ งั้น ผม ถาม อะไร พ่อ อย่าง นึง แบบ ไม่ รีบ รี ย เลย,ส่วนมนพ่อสวดมนตอยู่เลยาจะสวนุกอกำลังจะกส่นรงั้นผมถามพ่อราอย่าแบบไม้รีบรีบเลย
261,ยี่ส่วนตรงนั้นหรอไอ้สุลต่านหรอลืมเมียหมดแล้วหน้าแดงแล้วกิน,สวย ตรงนั้น อะ ไอ้ สุลต่าน นะ ลืม เมีย ไร ะ เหี้ย หน้าแดง วัน แล้ วน ชี่ กิ,ยี่ ส่วน ตรงนั้น หรอ ไอ้ สุลต่าน หรอ ลืม เมีย หมด แล้ว หน้าแดง แล้ว กิน,สวยตรงนั้นอะไอ้สุลต่านนะลืมเมียไระเหี้ยหน้าแดงวันแล้วนชี่กิ
262,สิ่งที่ผมไม่เข้าใจก็คือทำไมถึงยังมีคนทำอะไรอย่างงี้,สิ่ง ที่ ผม ไม่ เข้าใจ ก็ คือ ทำไม ถึง ยังมี คน ทำ อะไร อย่างงี้,สิ่ง ที่ ผม ไม่ เข้าใจ ก็ คือ ทำไม ถึง ยังมี คน ทำ อะไร อย่างงี้,สิ่งที่ผมไม่เข้าใจก็คือทำไมถึงยังมีคนทำอะไรอย่างงี้
263,เรื่องอืมอ้าเหี้ยพูดำว่าตอนนั้นใช่ตอนนั้นตอนนั้นไม่รู้ตอนนี้ก็ยังไม่รู้ตอนนี้ก็ยังเป็น,ลึง อืม อะ เหี้ย พูด เขา ตอนนั้น ถ้า ตอนนั้น ตัน ไม่ รู ตอน ยั ไม่ รู้ อน ยัง เป็น,เรื่อง อืม อ้า เหี้ย พู ดำ ว่า ตอนนั้น ใช่ ตอนนั้น ตอนนั้น ไม่ รู้ ตอนนี้ ก็ ยัง ไม่ รู้ ตอนนี้ ก็ ยัง เป็น,ลึงอืมอะเหี้ยพูดเขาตอนนั้นถ้าตอนนั้นตันไม่รูตอนยัไม่รู้อนยังเป็น
264,ไอ้เหี้ยกูเนี่ยในวงการ,อี เหี้ย ให้ กู ไน ี ใน วง กลา ร,ไอ้ เหี้ย กู เนี่ย ใน วงการ,อีเหี้ยให้กูไนีในวงกลาร
265,แล้วกูไม่ได้ทำปกคลิปเหมือนกับเขาทุกคนก็จะไม่รู้ว่ากูเขามา,แล้ว กู ไม่ ได้ ทำ ปก คลิป เหมือนกับ เขา ทุกคน ก็ จะ ไม่ รู้ ว่า กู ก๊อ ป เขา มา,แล้ว กู ไม่ ได้ ทำ ปก คลิป เหมือนกับ เขา ทุกคน ก็ จะ ไม่ รู้ ว่า กู เขา มา,แล้วกูไม่ได้ทำปกคลิปเหมือนกับเขาทุกคนก็จะไม่รู้ว่ากูก๊อปเขามา
