,sentence,pred_sentence_tok,sentence_tok,pred_sentence
245,เดี๋ยวกูแบนทิ้งเลยแม่งเล่นไม่เป็นหยิบมาทำเหี้ยอะไรวะถอยเลย,เดี๋ยว กู แบน ทิ้ง เลย แม่ ง เล่น ไม่ เป็น หยิบ มา ทำ เหี้ย อะไร วะ ถอย เลย,เดี๋ยว กู แบน ทิ้ง เลย แม่ ง เล่น ไม่ เป็น หยิบ มา ทำ เหี้ย อะไร วะ ถอย เลย,เดี๋ยวกูแบนทิ้งเลยแม่งเล่นไม่เป็นหยิบมาทำเหี้ยอะไรวะถอยเลย
246,มากเดี๋ยวกูก็ล่อแม่งทั้งหยากกูตอนที่มึงปูก็ไม่มีใครอยากดูไอ้สัส,มาก เดี๋ยว กู ก็ ล่อ แม่ ง ทั้ง ห ยาก กู ตอนที่ มึง ปู ก็ ไม่ มี ใคร อยาก ดู ไอ้ สัส,มาก เดี๋ยว กู ก็ ล่อ แม่ ง ทั้ง ห ยาก กู ตอนที่ มึง ปู ก็ ไม่ มี ใคร อยาก ดู ไอ้ สัส,มากเดี๋ยวกูก็ล่อแม่งทั้งหยากกูตอนที่มึงปูก็ไม่มีใครอยากดูไอ้สัส
247,แม่งกระโดดกระชากเสื้อตลอดทางเฮลโหลเฟนหนึ่งกูไม่โดนเหี้ยอะไรก็เป็นเหมือนผีนางเดิน,แม่ งก ระ โดน กะ ชา ก เสื้อ ตลอด ทัง เห เห้ย เรา เฟนก กู ไม่ โดน เห ี้ แล้วก็ เป็น เหมือน เป็น นั้น เดิน,แม่ งก ระ โดด กระชาก เสื้อ ตลอดทาง เฮ ล โหล เฟน หนึ่ง กู ไม่ โดน เหี้ย อะไร ก็ เป็น เหมือน ผี นาง เดิน,แม่งกระโดนกะชากเสื้อตลอดทังเหเห้ยเราเฟนกกูไม่โดนเหี้แล้วก็เป็นเหมือนเป็นนั้นเดิน
248,อ่ะเอาดิเอาดิผมเข้ามันได้นะดูดูดูดูโอโหตายบอกได้คำเดียวว่าตายผมตีโคตรเร็วดูดิ,เอ่าเถี่ เอา หยิบ ผม เข้า ม ได้ ดู ดู ูู โห ตาย บอก ได้ กับ เดี๋ยว ก็ ตาย ผม ตี โห เร ็,อ่ะ เอา ดิ เอา ดิ ผม เข้า มัน ได้ นะ ดู ดู ดู ดูโอ โห ตาย บอก ได้ คำ เดียว ว่า ตาย ผม ตี โคตร เร็ว ดูดิ,เอ่าเถี่เอาหยิบผมเข้ามได้ดูดูููโหตายบอกได้กับเดี๋ยวก็ตายผมตีโหเร็
249,ไอ้เหี้ยมันก็เกินไป,ไอ้ เหี้ย มัน ก็ เกินไป,ไอ้ เหี้ย มัน ก็ เกินไป,ไอ้เหี้ยมันก็เกินไป
250,ไอ้เหี้ย,ไอ้ เหี้ย,ไอ้ เหี้ย,ไอ้เหี้ย
251,ฆ่าตัวตาย,ฆ่าตัวตาย,ฆ่าตัวตาย,ฆ่าตัวตาย
252,เรียนญี่ปุ่นรวบลวกข้างในเลยรวบเลยแบบเต็มอ่ะแบบอุ้มมือเลยเต็มเหี้ยเหี้ยแบบ,ป รี น ญี่ปุ่น อ หือ รวบ ลวก ง ไน เลย เรียบ เลย แบบ เต๊มม่ บา กว่า มึง เลย เต็ม เหี้ย แบบ,เรียน ญี่ปุ่น รวบ ลวก ข้างใน เลย รวบ เลย แบบ เต็ม อ่ะ แบบ อุ้ม มือ เลย เต็ม เหี้ย เหี้ย แบบ,ปรีนญี่ปุ่นอหือรวบลวกงไนเลยเรียบเลยแบบเต๊มม่บากว่ามึงเลยเต็มเหี้ยแบบ
253,แล้วแม่งก็บอกว่าทำไมมึงไม่บอกว่าคลิปที่กูคิดเองว่าแม่งก๊อปบ้าง,แล้ว แม่ ง ก็ บอ กว่า ท[ UNK ]าไม มึง ไม่ บอ กว่า คลิป ที่ กู คิด เอง ว่า แม่ ง ก๊อ ป บ้าง,แล้ว แม่ ง ก็ บอ กว่า ทำไม มึง ไม่ บอ กว่า คลิป ที่ กู คิด เอง ว่า แม่ ง ก๊อ ป บ้าง,แล้วแม่งก็บอกว่าท[UNK]าไมมึงไม่บอกว่าคลิปที่กูคิดเองว่าแม่งก๊อปบ้าง
254,เที่ยโอเคแล้วด้วยความเป็นคนใต้เนาะเขาจะพูดแบบเขาจะพูดมีนาสิกอยู่ในจมูกลูกหลานลิ้น,เทีย โอเค โร่ อื้อ ด้วย คาม เป็น คนใต้ นั้น เคา จะ พูด แบบ เพราะ จะ พูด มี ณะ สิ กอ ยู่ ใน จมูก ลก หลา,เที่ย โอเค แล้วด้วย ความ เป็น คนใต้ เนาะ เขา จะ พูด แบบ เขา จะ พูด มี นาสิก อยู่ ใน จมูก ลูกหลาน ลิ้น,เทียโอเคโร่อื้อด้วยคามเป็นคนใต้นั้นเคาจะพูดแบบเพราะจะพูดมีณะสิกอยู่ในจมูกลกหลา
255,เป็นร้านนั่งดริ้งผมก็สั่งแก้วเหล้ามีผู้หญิงมานั่งคุยด้วยไม่ไม่รู้ว่าเน็นเด็กดริ้งให้นั่งด้วยไหมไม่เป็นไร,ล้าน นั่ง ริ้ง มึง ก็ สั่ง แก้ว รับ มี ผู้หญิง มา นั่ง คุย ด้วไ ไม่ รู้ ว่เด็น็กริ้ง ให้ นั่ โดย ไม ทำให้ เป็นไร,เป็น ร้าน นั่ง ดริ้งผม ก็ สั่ง แก้ว เหล้า มี ผู้หญิง มา นั่ง คุย ด้วย ไม่ ไม่ รู้ ว่า เน็น เด็ก ดริ้ง ให้ นั่ง ด้วย ไหม ไม่เป็นไร,ล้านนั่งริ้งมึงก็สั่งแก้วรับมีผู้หญิงมานั่งคุยด้วไไม่รู้ว่เด็น็กริ้งให้นั่โดยไมทำให้เป็นไร
256,เดี๋ยวพี่จะซื้อรถให้ให้ขี่ไปมหาลัยมันบอกว่าอยากได้เดี๋ยวนี้ไม่รู้ทำไมอีกสามวันต่อมา,อย่า พี่ จะ ซื้อ รถ ให้ ให้ ขี เป็น มหาลัย ึ มัน บอ ก่า จะ ได้ เดี๋ยวนี้ ไม่ รู้ ทำไม อีก สาม วัน ตอ กา,เดี๋ยว พี่ จะ ซื้อ รถ ให้ ให้ ขี่ ไป มหาลัย มัน บอ กว่า อยากได้ เดี๋ยวนี้ ไม่ รู้ ทำไม อีก สาม วัน ต่อมา,อย่าพี่จะซื้อรถให้ให้ขีเป็นมหาลัยึมันบอก่าจะได้เดี๋ยวนี้ไม่รู้ทำไมอีกสามวันตอกา
257,คุณป้องเป็นควยไรมากไหมครับ,คุณ ป้อง เป็น ควย ไร มาก ไหม ครับ,คุณ ป้อง เป็น ควย ไร มาก ไหม ครับ,คุณป้องเป็นควยไรมากไหมครับ
258,ตอแหลอีสัสตอนแรกก็ทำเป็นขิงพอเดินเข้ามาทักทำหน้าเป็นผี,ตอแหล อี สัสต อน แรก ก็ ทำเป็น ขิง พอ เดิน เข้ามา ทัก ทำ หน้าเป็น ผี,ตอแหล อี สัสต อน แรก ก็ ทำเป็น ขิง พอ เดิน เข้ามา ทัก ทำ หน้าเป็น ผี,ตอแหลอีสัสตอนแรกก็ทำเป็นขิงพอเดินเข้ามาทักทำหน้าเป็นผี
259,ที่ก๊อปตั้มเนลล์ชื่อคลิปหรือแม้กระทั่งคอนเทนท์ของตัวคลิปเอง,ที่ ก๊อ ปตั้มเนลล์ ชื่อ คลิป หรือ แม้กระทั่ง คอนเทนท์ ของ ตัว คลิป เอง,ที่ ก๊อ ปตั้มเนลล์ ชื่อ คลิป หรือ แม้กระทั่ง คอนเทนท์ ของ ตัว คลิป เอง,ที่ก๊อปตั้มเนลล์ชื่อคลิปหรือแม้กระทั่งคอนเทนท์ของตัวคลิปเอง
260,สวดมนต์พ่อสวดมนต์อยู่หรือกำลังจะสวดมนต์กำลังจะสวดมนต์งั้นผมถามอะไรพ่ออย่างนึงแบบไม่รีบรียเลย,สวน มนต์ พอ สวน มนต์ อยู่ หลว ก็ มา จะ ส่วน เผ ุมต ยกกำลัง จาก สส น เค งั้น ผม ถาม พ่อ หลายอย่าง นี แบบ ไม่ รีบ รีบ เลย,สวดมนต์ พ่อ สวดมนต์ อยู่ หรือ กำลังจะ สวดมนต์ กำลังจะ สวดมนต์ งั้น ผม ถาม อะไร พ่อ อย่าง นึง แบบ ไม่ รีบ รี ย เลย,สวนมนต์พอสวนมนต์อยู่หลวก็มาจะส่วนเผุมตยกกำลังจากสสนเคงั้นผมถามพ่อหลายอย่างนีแบบไม่รีบรีบเลย
261,ยี่ส่วนตรงนั้นหรอไอ้สุลต่านหรอลืมเมียหมดแล้วหน้าแดงแล้วกิน,อีส ชวย ตรงนั้น อ่ะ ไอ้ สุ ละ ต่า น่ะ ลือ เมีย ไละ ย่ะ ห น่า แดง วัน แล้ว กับ ไห เห้กิ,ยี่ ส่วน ตรงนั้น หรอ ไอ้ สุลต่าน หรอ ลืม เมีย หมด แล้ว หน้าแดง แล้ว กิน,อีสชวยตรงนั้นอ่ะไอ้สุละต่าน่ะลือเมียไละย่ะหน่าแดงวันแล้วกับไหเห้กิ
262,สิ่งที่ผมไม่เข้าใจก็คือทำไมถึงยังมีคนทำอะไรอย่างงี้,สิ่ง ที่ ผม ไม่ เข้าใจ ก็ คือ ทำไม ถึง ยังมี คน ทำ อะไร อย่างงี้,สิ่ง ที่ ผม ไม่ เข้าใจ ก็ คือ ทำไม ถึง ยังมี คน ทำ อะไร อย่างงี้,สิ่งที่ผมไม่เข้าใจก็คือทำไมถึงยังมีคนทำอะไรอย่างงี้
263,เรื่องอืมอ้าเหี้ยพูดำว่าตอนนั้นใช่ตอนนั้นตอนนั้นไม่รู้ตอนนี้ก็ยังไม่รู้ตอนนี้ก็ยังเป็น,ลึง อืม อ้า เหี้ย พูด เขา ตอนนั้น ถ้า ตอนนั้น ตอนนั้น ไม่ รู้ ตอนนี้ ก็ ยัง ไม่ รู้ ตอ นี้ ก็ ยัง เป็น,เรื่อง อืม อ้า เหี้ย พู ดำ ว่า ตอนนั้น ใช่ ตอนนั้น ตอนนั้น ไม่ รู้ ตอนนี้ ก็ ยัง ไม่ รู้ ตอนนี้ ก็ ยัง เป็น,ลึงอืมอ้าเหี้ยพูดเขาตอนนั้นถ้าตอนนั้นตอนนั้นไม่รู้ตอนนี้ก็ยังไม่รู้ตอนี้ก็ยังเป็น
264,ไอ้เหี้ยกูเนี่ยในวงการ,ดี เหี้ย ไอ้ กู นัก ใน วงการ,ไอ้ เหี้ย กู เนี่ย ใน วงการ,ดีเหี้ยไอ้กูนักในวงการ
265,แล้วกูไม่ได้ทำปกคลิปเหมือนกับเขาทุกคนก็จะไม่รู้ว่ากูเขามา,แล้ว กู ไม่ ได้ ท[ UNK ]าปก คลิป เหมือนกับ เขา ทุกคน ก็ จะ ไม่ รู้ ว่า กู เขา มา,แล้ว กู ไม่ ได้ ทำ ปก คลิป เหมือนกับ เขา ทุกคน ก็ จะ ไม่ รู้ ว่า กู เขา มา,แล้วกูไม่ได้ท[UNK]าปกคลิปเหมือนกับเขาทุกคนก็จะไม่รู้ว่ากูเขามา
